code	lut_i32	sample14
45849	26212	6553
45850	26213	6553
45851	26215	6554
45852	26216	6554
45853	26218	6555
45854	26219	6555
45855	26221	6555
45856	26222	6556
45857	26224	6556
45858	26225	6556
45859	26227	6557
45860	26228	6557
45861	26230	6558
45862	26231	6558
45863	26233	6558
45864	26234	6559
45865	26236	6559
45866	26237	6559
45867	26239	6560
45868	26240	6560
45869	26242	6561
45870	26243	6561
45871	26245	6561
45872	26246	6562
45873	26248	6562
45874	26249	6562
45875	26251	6563
45876	26252	6563
45877	26254	6564
45878	26255	6564
45879	26257	6564
45880	26258	6565
45881	26260	6565
45882	26261	6565
45883	26263	6566
45884	26264	6566
45885	26266	6567
45886	26267	6567
45887	26269	6567
45888	26270	6568
45889	26272	6568
45890	26273	6568
45891	26275	6569
45892	26276	6569
45893	26278	6570
45894	26279	6570
45895	26281	6570
45896	26282	6571
45897	26284	6571
45898	26285	6571
45899	26287	6572
45900	26288	6572
45901	26290	6573
45902	26291	6573
45903	26293	6573
45904	26294	6574
45905	26296	6574
45906	26297	6574
45907	26299	6575
45908	26300	6575
45909	26302	6576
45910	26303	6576
45911	26305	6576
45912	26306	6577
45913	26308	6577
45914	26309	6577
45915	26311	6578
45916	26312	6578
45917	26314	6579
45918	26315	6579
45919	26317	6579
45920	26318	6580
45921	26320	6580
45922	26321	6580
45923	26323	6581
45924	26324	6581
45925	26326	6582
45926	26327	6582
45927	26329	6582
45928	26330	6583
45929	26332	6583
45930	26333	6583
45931	26335	6584
45932	26336	6584
45933	26338	6585
45934	26339	6585
45935	26340	6585
45936	26342	6586
45937	26343	6586
45938	26345	6586
45939	26346	6587
45940	26348	6587
45941	26349	6587
45942	26351	6588
45943	26352	6588
45944	26354	6589
45945	26355	6589
45946	26357	6589
45947	26358	6590
45948	26360	6590
45949	26361	6590
45950	26363	6591
45951	26364	6591
45952	26366	6592
45953	26367	6592
45954	26369	6592
45955	26370	6593
45956	26372	6593
45957	26373	6593
45958	26375	6594
45959	26376	6594
45960	26378	6595
45961	26379	6595
45962	26381	6595
45963	26382	6596
45964	26384	6596
45965	26385	6596
45966	26387	6597
45967	26388	6597
45968	26390	6598
45969	26391	6598
45970	26393	6598
45971	26394	6599
45972	26396	6599
45973	26397	6599
45974	26399	6600
45975	26400	6600
45976	26402	6601
45977	26403	6601
45978	26405	6601
45979	26406	6602
45980	26408	6602
45981	26409	6602
45982	26411	6603
45983	26412	6603
45984	26414	6604
45985	26415	6604
45986	26417	6604
45987	26418	6605
45988	26420	6605
45989	26421	6605
45990	26423	6606
45991	26424	6606
45992	26426	6607
45993	26427	6607
45994	26429	6607
45995	26430	6608
45996	26432	6608
45997	26433	6608
45998	26435	6609
45999	26436	6609
46000	26438	6610
46001	26439	6610
46002	26441	6610
46003	26442	6611
46004	26444	6611
46005	26445	6611
46006	26447	6612
46007	26448	6612
46008	26450	6613
46009	26451	6613
46010	26453	6613
46011	26454	6614
46012	26456	6614
46013	26457	6614
46014	26459	6615
46015	26460	6615
46016	26462	6616
46017	26463	6616
46018	26465	6616
46019	26466	6617
46020	26468	6617
46021	26469	6617
46022	26471	6618
46023	26472	6618
46024	26474	6619
46025	26475	6619
46026	26477	6619
46027	26478	6620
46028	26480	6620
46029	26481	6620
46030	26483	6621
46031	26484	6621
46032	26486	6622
46033	26487	6622
46034	26489	6622
46035	26490	6623
46036	26492	6623
46037	26493	6623
46038	26495	6624
46039	26496	6624
46040	26498	6625
46041	26499	6625
46042	26501	6625
46043	26502	6626
46044	26504	6626
46045	26505	6626
46046	26507	6627
46047	26508	6627
46048	26510	6628
46049	26511	6628
46050	26513	6628
46051	26514	6629
46052	26516	6629
46053	26517	6629
46054	26519	6630
46055	26520	6630
46056	26522	6631
46057	26524	6631
46058	26525	6631
46059	26527	6632
46060	26528	6632
46061	26530	6633
46062	26531	6633
46063	26533	6633
46064	26534	6634
46065	26536	6634
46066	26537	6634
46067	26539	6635
46068	26540	6635
46069	26542	6636
46070	26543	6636
46071	26545	6636
46072	26546	6637
46073	26548	6637
46074	26549	6637
46075	26551	6638
46076	26552	6638
46077	26554	6639
46078	26555	6639
46079	26557	6639
46080	26558	6640
46081	26560	6640
46082	26561	6640
46083	26563	6641
46084	26564	6641
46085	26566	6642
46086	26568	6642
46087	26569	6642
46088	26571	6643
46089	26572	6643
46090	26574	6644
46091	26575	6644
46092	26577	6644
46093	26578	6645
46094	26580	6645
46095	26581	6645
46096	26583	6646
46097	26584	6646
46098	26586	6647
46099	26587	6647
46100	26589	6647
46101	26590	6648
46102	26592	6648
46103	26593	6648
46104	26595	6649
46105	26596	6649
46106	26598	6650
46107	26599	6650
46108	26601	6650
46109	26602	6651
46110	26604	6651
46111	26605	6651
46112	26607	6652
46113	26608	6652
46114	26610	6653
46115	26612	6653
46116	26613	6653
46117	26615	6654
46118	26616	6654
46119	26618	6655
46120	26619	6655
46121	26621	6655
46122	26622	6656
46123	26624	6656
46124	26625	6656
46125	26627	6657
46126	26628	6657
46127	26630	6658
46128	26631	6658
46129	26633	6658
46130	26634	6659
46131	26636	6659
46132	26637	6659
46133	26639	6660
46134	26640	6660
46135	26642	6661
46136	26643	6661
46137	26645	6661
46138	26646	6662
46139	26648	6662
46140	26649	6662
46141	26651	6663
46142	26652	6663
46143	26654	6664
46144	26656	6664
46145	26657	6664
46146	26659	6665
46147	26660	6665
46148	26662	6666
46149	26663	6666
46150	26665	6666
46151	26666	6667
46152	26668	6667
46153	26669	6667
46154	26671	6668
46155	26672	6668
46156	26674	6669
46157	26675	6669
46158	26677	6669
46159	26678	6670
46160	26680	6670
46161	26681	6670
46162	26683	6671
46163	26684	6671
46164	26686	6672
46165	26687	6672
46166	26689	6672
46167	26690	6673
46168	26692	6673
46169	26693	6673
46170	26695	6674
46171	26696	6674
46172	26698	6675
46173	26700	6675
46174	26701	6675
46175	26703	6676
46176	26704	6676
46177	26706	6677
46178	26707	6677
46179	26709	6677
46180	26710	6678
46181	26712	6678
46182	26713	6678
46183	26715	6679
46184	26716	6679
46185	26718	6680
46186	26719	6680
46187	26721	6680
46188	26722	6681
46189	26724	6681
46190	26725	6681
46191	26727	6682
46192	26728	6682
46193	26730	6683
46194	26731	6683
46195	26733	6683
46196	26734	6684
46197	26736	6684
46198	26737	6684
46199	26739	6685
46200	26740	6685
46201	26742	6686
46202	26744	6686
46203	26745	6686
46204	26747	6687
46205	26748	6687
46206	26750	6688
46207	26751	6688
46208	26753	6688
46209	26754	6689
46210	26756	6689
46211	26757	6689
46212	26759	6690
46213	26760	6690
46214	26762	6691
46215	26763	6691
46216	26765	6691
46217	26766	6692
46218	26768	6692
46219	26769	6692
46220	26771	6693
46221	26772	6693
46222	26774	6694
46223	26775	6694
46224	26777	6694
46225	26778	6695
46226	26780	6695
46227	26781	6695
46228	26783	6696
46229	26784	6696
46230	26786	6697
46231	26788	6697
46232	26789	6697
46233	26791	6698
46234	26792	6698
46235	26794	6699
46236	26795	6699
46237	26797	6699
46238	26798	6700
46239	26800	6700
46240	26801	6700
46241	26803	6701
46242	26804	6701
46243	26806	6702
46244	26807	6702
46245	26809	6702
46246	26810	6703
46247	26812	6703
46248	26813	6703
46249	26815	6704
46250	26816	6704
46251	26818	6705
46252	26819	6705
46253	26821	6705
46254	26822	6706
46255	26824	6706
46256	26825	6706
46257	26827	6707
46258	26828	6707
46259	26830	6708
46260	26832	6708
46261	26833	6708
46262	26835	6709
46263	26836	6709
46264	26838	6710
46265	26839	6710
46266	26841	6710
46267	26842	6711
46268	26844	6711
46269	26845	6711
46270	26847	6712
46271	26848	6712
46272	26850	6713
46273	26851	6713
46274	26853	6713
46275	26854	6714
46276	26856	6714
46277	26857	6714
46278	26859	6715
46279	26860	6715
46280	26862	6716
46281	26863	6716
46282	26865	6716
46283	26866	6717
46284	26868	6717
46285	26869	6717
46286	26871	6718
46287	26872	6718
46288	26874	6719
46289	26876	6719
46290	26877	6719
46291	26879	6720
46292	26880	6720
46293	26882	6721
46294	26883	6721
46295	26885	6721
46296	26886	6722
46297	26888	6722
46298	26889	6722
46299	26891	6723
46300	26892	6723
46301	26894	6724
46302	26895	6724
46303	26897	6724
46304	26898	6725
46305	26900	6725
46306	26901	6725
46307	26903	6726
46308	26904	6726
46309	26906	6727
46310	26907	6727
46311	26909	6727
46312	26910	6728
46313	26912	6728
46314	26913	6728
46315	26915	6729
46316	26916	6729
46317	26918	6730
46318	26920	6730
46319	26921	6730
46320	26923	6731
46321	26924	6731
46322	26926	6732
46323	26927	6732
46324	26929	6732
46325	26930	6733
46326	26932	6733
46327	26933	6733
46328	26935	6734
46329	26936	6734
46330	26938	6735
46331	26939	6735
46332	26941	6735
46333	26942	6736
46334	26944	6736
46335	26945	6736
46336	26947	6737
46337	26948	6737
46338	26950	6738
46339	26951	6738
46340	26953	6738
46341	26954	6739
46342	26956	6739
46343	26957	6739
46344	26959	6740
46345	26960	6740
46346	26962	6741
46347	26964	6741
46348	26965	6741
46349	26967	6742
46350	26968	6742
46351	26970	6743
46352	26971	6743
46353	26973	6743
46354	26974	6744
46355	26976	6744
46356	26977	6744
46357	26979	6745
46358	26980	6745
46359	26982	6746
46360	26983	6746
46361	26985	6746
46362	26986	6747
46363	26988	6747
46364	26990	6748
46365	26991	6748
46366	26993	6748
46367	26994	6749
46368	26996	6749
46369	26997	6749
46370	26999	6750
46371	27000	6750
46372	27002	6751
46373	27003	6751
46374	27005	6751
46375	27006	6752
46376	27008	6752
46377	27009	6752
46378	27011	6753
46379	27013	6753
46380	27014	6754
46381	27016	6754
46382	27017	6754
46383	27019	6755
46384	27020	6755
46385	27022	6756
46386	27023	6756
46387	27025	6756
46388	27026	6757
46389	27028	6757
46390	27029	6757
46391	27031	6758
46392	27032	6758
46393	27034	6759
46394	27036	6759
46395	27037	6759
46396	27039	6760
46397	27040	6760
46398	27042	6761
46399	27043	6761
46400	27045	6761
46401	27046	6762
46402	27048	6762
46403	27049	6762
46404	27051	6763
46405	27052	6763
46406	27054	6764
46407	27055	6764
46408	27057	6764
46409	27059	6765
46410	27060	6765
46411	27062	6766
46412	27063	6766
46413	27065	6766
46414	27066	6767
46415	27068	6767
46416	27069	6767
46417	27071	6768
46418	27072	6768
46419	27074	6769
46420	27075	6769
46421	27077	6769
46422	27078	6770
46423	27080	6770
46424	27082	6771
46425	27083	6771
46426	27085	6771
46427	27086	6772
46428	27088	6772
46429	27089	6772
46430	27091	6773
46431	27092	6773
46432	27094	6774
46433	27095	6774
46434	27097	6774
46435	27098	6775
46436	27100	6775
46437	27101	6775
46438	27103	6776
46439	27104	6776
46440	27106	6777
46441	27108	6777
46442	27109	6777
46443	27111	6778
46444	27112	6778
46445	27114	6779
46446	27115	6779
46447	27117	6779
46448	27118	6780
46449	27120	6780
46450	27121	6780
46451	27123	6781
46452	27124	6781
46453	27126	6782
46454	27127	6782
46455	27129	6782
46456	27131	6783
46457	27132	6783
46458	27134	6784
46459	27135	6784
46460	27137	6784
46461	27138	6785
46462	27140	6785
46463	27141	6785
46464	27143	6786
46465	27144	6786
46466	27146	6787
46467	27147	6787
46468	27149	6787
46469	27150	6788
46470	27152	6788
46471	27154	6789
46472	27155	6789
46473	27157	6789
46474	27158	6790
46475	27160	6790
46476	27161	6790
46477	27163	6791
46478	27164	6791
46479	27166	6792
46480	27167	6792
46481	27169	6792
46482	27170	6793
46483	27172	6793
46484	27173	6793
46485	27175	6794
46486	27177	6794
46487	27178	6795
46488	27180	6795
46489	27181	6795
46490	27183	6796
46491	27184	6796
46492	27186	6797
46493	27187	6797
46494	27189	6797
46495	27190	6798
46496	27192	6798
46497	27193	6798
46498	27195	6799
46499	27196	6799
46500	27198	6800
46501	27200	6800
46502	27201	6800
46503	27203	6801
46504	27204	6801
46505	27206	6802
46506	27207	6802
46507	27209	6802
46508	27210	6803
46509	27212	6803
46510	27213	6803
46511	27215	6804
46512	27216	6804
46513	27218	6805
46514	27219	6805
46515	27221	6805
46516	27222	6806
46517	27224	6806
46518	27226	6807
46519	27227	6807
46520	27229	6807
46521	27230	6808
46522	27232	6808
46523	27233	6808
46524	27235	6809
46525	27236	6809
46526	27238	6810
46527	27239	6810
46528	27241	6810
46529	27242	6811
46530	27244	6811
46531	27245	6811
46532	27247	6812
46533	27249	6812
46534	27250	6813
46535	27252	6813
46536	27253	6813
46537	27255	6814
46538	27256	6814
46539	27258	6815
46540	27259	6815
46541	27261	6815
46542	27262	6816
46543	27264	6816
46544	27265	6816
46545	27267	6817
46546	27268	6817
46547	27270	6818
46548	27272	6818
46549	27273	6818
46550	27275	6819
46551	27276	6819
46552	27278	6820
46553	27279	6820
46554	27281	6820
46555	27282	6821
46556	27284	6821
46557	27285	6821
46558	27287	6822
46559	27288	6822
46560	27290	6823
46561	27291	6823
46562	27293	6823
46563	27295	6824
46564	27296	6824
46565	27298	6825
46566	27299	6825
46567	27301	6825
46568	27302	6826
46569	27304	6826
46570	27305	6826
46571	27307	6827
46572	27308	6827
46573	27310	6828
46574	27311	6828
46575	27313	6828
46576	27314	6829
46577	27316	6829
46578	27318	6830
46579	27319	6830
46580	27321	6830
46581	27322	6831
46582	27324	6831
46583	27325	6831
46584	27327	6832
46585	27328	6832
46586	27330	6833
46587	27331	6833
46588	27333	6833
46589	27334	6834
46590	27336	6834
46591	27337	6834
46592	27339	6835
46593	27340	6835
46594	27342	6836
46595	27344	6836
46596	27345	6836
46597	27347	6837
46598	27348	6837
46599	27350	6838
46600	27351	6838
46601	27353	6838
46602	27354	6839
46603	27356	6839
46604	27357	6839
46605	27359	6840
46606	27360	6840
46607	27362	6841
46608	27363	6841
46609	27365	6841
46610	27367	6842
46611	27368	6842
46612	27370	6843
46613	27371	6843
46614	27373	6843
46615	27374	6844
46616	27376	6844
46617	27377	6844
46618	27379	6845
46619	27380	6845
46620	27382	6846
46621	27383	6846
46622	27385	6846
46623	27386	6847
46624	27388	6847
46625	27390	6848
46626	27391	6848
46627	27393	6848
46628	27394	6849
46629	27396	6849
46630	27397	6849
46631	27399	6850
46632	27400	6850
46633	27402	6851
46634	27403	6851
46635	27405	6851
46636	27406	6852
46637	27408	6852
46638	27409	6852
46639	27411	6853
46640	27413	6853
46641	27414	6854
46642	27416	6854
46643	27417	6854
46644	27419	6855
46645	27420	6855
46646	27422	6856
46647	27423	6856
46648	27425	6856
46649	27426	6857
46650	27428	6857
46651	27429	6857
46652	27431	6858
46653	27432	6858
46654	27434	6859
46655	27436	6859
46656	27437	6859
46657	27439	6860
46658	27440	6860
46659	27442	6861
46660	27443	6861
46661	27445	6861
46662	27446	6862
46663	27448	6862
46664	27449	6862
46665	27451	6863
46666	27452	6863
46667	27454	6864
46668	27455	6864
46669	27457	6864
46670	27459	6865
46671	27460	6865
46672	27462	6866
46673	27463	6866
46674	27465	6866
46675	27466	6867
46676	27468	6867
46677	27469	6867
46678	27471	6868
46679	27472	6868
46680	27474	6869
46681	27476	6869
46682	27477	6869
46683	27479	6870
46684	27480	6870
46685	27482	6871
46686	27483	6871
46687	27485	6871
46688	27486	6872
46689	27488	6872
46690	27489	6872
46691	27491	6873
46692	27493	6873
46693	27494	6874
46694	27496	6874
46695	27497	6874
46696	27499	6875
46697	27500	6875
46698	27502	6876
46699	27503	6876
46700	27505	6876
46701	27507	6877
46702	27508	6877
46703	27510	6878
46704	27511	6878
46705	27513	6878
46706	27514	6879
46707	27516	6879
46708	27517	6879
46709	27519	6880
46710	27520	6880
46711	27522	6881
46712	27524	6881
46713	27525	6881
46714	27527	6882
46715	27528	6882
46716	27530	6883
46717	27531	6883
46718	27533	6883
46719	27534	6884
46720	27536	6884
46721	27538	6885
46722	27539	6885
46723	27541	6885
46724	27542	6886
46725	27544	6886
46726	27545	6886
46727	27547	6887
46728	27548	6887
46729	27550	6888
46730	27551	6888
46731	27553	6888
46732	27555	6889
46733	27556	6889
46734	27558	6890
46735	27559	6890
46736	27561	6890
46737	27562	6891
46738	27564	6891
46739	27565	6891
46740	27567	6892
46741	27569	6892
46742	27570	6893
46743	27572	6893
46744	27573	6893
46745	27575	6894
46746	27576	6894
46747	27578	6895
46748	27579	6895
46749	27581	6895
46750	27582	6896
46751	27584	6896
46752	27586	6897
46753	27587	6897
46754	27589	6897
46755	27590	6898
46756	27592	6898
46757	27593	6898
46758	27595	6899
46759	27596	6899
46760	27598	6900
46761	27600	6900
46762	27601	6900
46763	27603	6901
46764	27604	6901
46765	27606	6902
46766	27607	6902
46767	27609	6902
46768	27610	6903
46769	27612	6903
46770	27613	6903
46771	27615	6904
46772	27617	6904
46773	27618	6905
46774	27620	6905
46775	27621	6905
46776	27623	6906
46777	27624	6906
46778	27626	6907
46779	27627	6907
46780	27629	6907
46781	27630	6908
46782	27632	6908
46783	27634	6909
46784	27635	6909
46785	27637	6909
46786	27638	6910
46787	27640	6910
46788	27641	6910
46789	27643	6911
46790	27644	6911
46791	27646	6912
46792	27648	6912
46793	27649	6912
46794	27651	6913
46795	27652	6913
46796	27654	6914
46797	27655	6914
46798	27657	6914
46799	27658	6915
46800	27660	6915
46801	27661	6915
46802	27663	6916
46803	27665	6916
46804	27666	6917
46805	27668	6917
46806	27669	6917
46807	27671	6918
46808	27672	6918
46809	27674	6919
46810	27675	6919
46811	27677	6919
46812	27679	6920
46813	27680	6920
46814	27682	6921
46815	27683	6921
46816	27685	6921
46817	27686	6922
46818	27688	6922
46819	27689	6922
46820	27691	6923
46821	27692	6923
46822	27694	6924
46823	27696	6924
46824	27697	6924
46825	27699	6925
46826	27700	6925
46827	27702	6926
46828	27703	6926
46829	27705	6926
46830	27706	6927
46831	27708	6927
46832	27710	6928
46833	27711	6928
46834	27713	6928
46835	27714	6929
46836	27716	6929
46837	27717	6929
46838	27719	6930
46839	27720	6930
46840	27722	6931
46841	27723	6931
46842	27725	6931
46843	27727	6932
46844	27728	6932
46845	27730	6933
46846	27731	6933
46847	27733	6933
46848	27734	6934
46849	27736	6934
46850	27737	6934
46851	27739	6935
46852	27741	6935
46853	27742	6936
46854	27744	6936
46855	27745	6936
46856	27747	6937
46857	27748	6937
46858	27750	6938
46859	27751	6938
46860	27753	6938
46861	27754	6939
46862	27756	6939
46863	27758	6940
46864	27759	6940
46865	27761	6940
46866	27762	6941
46867	27764	6941
46868	27765	6941
46869	27767	6942
46870	27768	6942
46871	27770	6943
46872	27771	6943
46873	27773	6943
46874	27775	6944
46875	27776	6944
46876	27778	6945
46877	27779	6945
46878	27781	6945
46879	27782	6946
46880	27784	6946
46881	27785	6946
46882	27787	6947
46883	27789	6947
46884	27790	6948
46885	27792	6948
46886	27793	6948
46887	27795	6949
46888	27796	6949
46889	27798	6950
46890	27799	6950
46891	27801	6950
46892	27802	6951
46893	27804	6951
46894	27806	6952
46895	27807	6952
46896	27809	6952
46897	27810	6953
46898	27812	6953
46899	27813	6953
46900	27815	6954
46901	27816	6954
46902	27818	6955
46903	27820	6955
46904	27821	6955
46905	27823	6956
46906	27824	6956
46907	27826	6957
46908	27827	6957
46909	27829	6957
46910	27830	6958
46911	27832	6958
46912	27833	6958
46913	27835	6959
46914	27837	6959
46915	27838	6960
46916	27840	6960
46917	27841	6960
46918	27843	6961
46919	27844	6961
46920	27846	6962
46921	27847	6962
46922	27849	6962
46923	27851	6963
46924	27852	6963
46925	27854	6964
46926	27855	6964
46927	27857	6964
46928	27858	6965
46929	27860	6965
46930	27861	6965
46931	27863	6966
46932	27864	6966
46933	27866	6967
46934	27868	6967
46935	27869	6967
46936	27871	6968
46937	27872	6968
46938	27874	6969
46939	27875	6969
46940	27877	6969
46941	27878	6970
46942	27880	6970
46943	27882	6971
46944	27883	6971
46945	27885	6971
46946	27886	6972
46947	27888	6972
46948	27889	6972
46949	27891	6973
46950	27892	6973
46951	27894	6974
46952	27896	6974
46953	27897	6974
46954	27899	6975
46955	27900	6975
46956	27902	6976
46957	27903	6976
46958	27905	6976
46959	27906	6977
46960	27908	6977
46961	27910	6978
46962	27911	6978
46963	27913	6978
46964	27914	6979
46965	27916	6979
46966	27917	6979
46967	27919	6980
46968	27921	6980
46969	27922	6981
46970	27924	6981
46971	27925	6981
46972	27927	6982
46973	27928	6982
46974	27930	6983
46975	27931	6983
46976	27933	6983
46977	27935	6984
46978	27936	6984
46979	27938	6985
46980	27939	6985
46981	27941	6985
46982	27942	6986
46983	27944	6986
46984	27946	6987
46985	27947	6987
46986	27949	6987
46987	27950	6988
46988	27952	6988
46989	27953	6988
46990	27955	6989
46991	27956	6989
46992	27958	6990
46993	27960	6990
46994	27961	6990
46995	27963	6991
46996	27964	6991
46997	27966	6992
46998	27967	6992
46999	27969	6992
47000	27971	6993
47001	27972	6993
47002	27974	6994
47003	27975	6994
47004	27977	6994
47005	27978	6995
47006	27980	6995
47007	27981	6995
47008	27983	6996
47009	27985	6996
47010	27986	6997
47011	27988	6997
47012	27989	6997
47013	27991	6998
47014	27992	6998
47015	27994	6999
47016	27996	6999
47017	27997	6999
47018	27999	7000
47019	28000	7000
47020	28002	7001
47021	28003	7001
47022	28005	7001
47023	28006	7002
47024	28008	7002
47025	28010	7003
47026	28011	7003
47027	28013	7003
47028	28014	7004
47029	28016	7004
47030	28017	7004
47031	28019	7005
47032	28020	7005
47033	28022	7006
47034	28024	7006
47035	28025	7006
47036	28027	7007
47037	28028	7007
47038	28030	7008
47039	28031	7008
47040	28033	7008
47041	28035	7009
47042	28036	7009
47043	28038	7010
47044	28039	7010
47045	28041	7010
47046	28042	7011
47047	28044	7011
47048	28045	7011
47049	28047	7012
47050	28049	7012
47051	28050	7013
47052	28052	7013
47053	28053	7013
47054	28055	7014
47055	28056	7014
47056	28058	7015
47057	28060	7015
47058	28061	7015
47059	28063	7016
47060	28064	7016
47061	28066	7017
47062	28067	7017
47063	28069	7017
47064	28070	7018
47065	28072	7018
47066	28074	7019
47067	28075	7019
47068	28077	7019
47069	28078	7020
47070	28080	7020
47071	28081	7020
47072	28083	7021
47073	28085	7021
47074	28086	7022
47075	28088	7022
47076	28089	7022
47077	28091	7023
47078	28092	7023
47079	28094	7024
47080	28095	7024
47081	28097	7024
47082	28099	7025
47083	28100	7025
47084	28102	7026
47085	28103	7026
47086	28105	7026
47087	28106	7027
47088	28108	7027
47089	28110	7028
47090	28111	7028
47091	28113	7028
47092	28114	7029
47093	28116	7029
47094	28117	7029
47095	28119	7030
47096	28120	7030
47097	28122	7031
47098	28124	7031
47099	28125	7031
47100	28127	7032
47101	28128	7032
47102	28130	7033
47103	28131	7033
47104	28133	7033
47105	28134	7034
47106	28136	7034
47107	28138	7035
47108	28139	7035
47109	28141	7035
47110	28142	7036
47111	28144	7036
47112	28145	7036
47113	28147	7037
47114	28149	7037
47115	28150	7038
47116	28152	7038
47117	28153	7038
47118	28155	7039
47119	28156	7039
47120	28158	7040
47121	28159	7040
47122	28161	7040
47123	28163	7041
47124	28164	7041
47125	28166	7042
47126	28167	7042
47127	28169	7042
47128	28170	7043
47129	28172	7043
47130	28174	7044
47131	28175	7044
47132	28177	7044
47133	28178	7045
47134	28180	7045
47135	28181	7045
47136	28183	7046
47137	28184	7046
47138	28186	7047
47139	28188	7047
47140	28189	7047
47141	28191	7048
47142	28192	7048
47143	28194	7049
47144	28195	7049
47145	28197	7049
47146	28199	7050
47147	28200	7050
47148	28202	7051
47149	28203	7051
47150	28205	7051
47151	28206	7052
47152	28208	7052
47153	28209	7052
47154	28211	7053
47155	28213	7053
47156	28214	7054
47157	28216	7054
47158	28217	7054
47159	28219	7055
47160	28220	7055
47161	28222	7056
47162	28224	7056
47163	28225	7056
47164	28227	7057
47165	28228	7057
47166	28230	7058
47167	28231	7058
47168	28233	7058
47169	28234	7059
47170	28236	7059
47171	28238	7060
47172	28239	7060
47173	28241	7060
47174	28242	7061
47175	28244	7061
47176	28245	7061
47177	28247	7062
47178	28248	7062
47179	28250	7063
47180	28252	7063
47181	28253	7063
47182	28255	7064
47183	28256	7064
47184	28258	7065
47185	28259	7065
47186	28261	7065
47187	28263	7066
47188	28264	7066
47189	28266	7067
47190	28267	7067
47191	28269	7067
47192	28270	7068
47193	28272	7068
47194	28273	7068
47195	28275	7069
47196	28277	7069
47197	28278	7070
47198	28280	7070
47199	28281	7070
47200	28283	7071
47201	28284	7071
47202	28286	7072
47203	28288	7072
47204	28289	7072
47205	28291	7073
47206	28292	7073
47207	28294	7074
47208	28295	7074
47209	28297	7074
47210	28298	7075
47211	28300	7075
47212	28302	7076
47213	28303	7076
47214	28305	7076
47215	28306	7077
47216	28308	7077
47217	28309	7077
47218	28311	7078
47219	28313	7078
47220	28314	7079
47221	28316	7079
47222	28317	7079
47223	28319	7080
47224	28320	7080
47225	28322	7081
47226	28323	7081
47227	28325	7081
47228	28327	7082
47229	28328	7082
47230	28330	7083
47231	28331	7083
47232	28333	7083
47233	28334	7084
47234	28336	7084
47235	28338	7085
47236	28339	7085
47237	28341	7085
47238	28342	7086
47239	28344	7086
47240	28345	7086
47241	28347	7087
47242	28348	7087
47243	28350	7088
47244	28352	7088
47245	28353	7088
47246	28355	7089
47247	28356	7089
47248	28358	7090
47249	28359	7090
47250	28361	7090
47251	28362	7091
47252	28364	7091
47253	28366	7092
47254	28367	7092
47255	28369	7092
47256	28370	7093
47257	28372	7093
47258	28373	7093
47259	28375	7094
47260	28377	7094
47261	28378	7095
47262	28380	7095
47263	28381	7095
47264	28383	7096
47265	28384	7096
47266	28386	7097
47267	28387	7097
47268	28389	7097
47269	28391	7098
47270	28392	7098
47271	28394	7099
47272	28395	7099
47273	28397	7099
47274	28398	7100
47275	28400	7100
47276	28402	7101
47277	28403	7101
47278	28405	7101
47279	28406	7102
47280	28408	7102
47281	28409	7102
47282	28411	7103
47283	28412	7103
47284	28414	7104
47285	28416	7104
47286	28417	7104
47287	28419	7105
47288	28420	7105
47289	28422	7106
47290	28423	7106
47291	28425	7106
47292	28427	7107
47293	28428	7107
47294	28430	7108
47295	28431	7108
47296	28433	7108
47297	28434	7109
47298	28436	7109
47299	28437	7109
47300	28439	7110
47301	28441	7110
47302	28442	7111
47303	28444	7111
47304	28445	7111
47305	28447	7112
47306	28448	7112
47307	28450	7113
47308	28452	7113
47309	28453	7113
47310	28455	7114
47311	28456	7114
47312	28458	7115
47313	28459	7115
47314	28461	7115
47315	28463	7116
47316	28464	7116
47317	28466	7117
47318	28467	7117
47319	28469	7117
47320	28471	7118
47321	28472	7118
47322	28474	7119
47323	28475	7119
47324	28477	7119
47325	28478	7120
47326	28480	7120
47327	28482	7121
47328	28483	7121
47329	28485	7121
47330	28486	7122
47331	28488	7122
47332	28490	7123
47333	28491	7123
47334	28493	7123
47335	28494	7124
47336	28496	7124
47337	28497	7124
47338	28499	7125
47339	28501	7125
47340	28502	7126
47341	28504	7126
47342	28505	7126
47343	28507	7127
47344	28509	7127
47345	28510	7128
47346	28512	7128
47347	28513	7128
47348	28515	7129
47349	28516	7129
47350	28518	7130
47351	28520	7130
47352	28521	7130
47353	28523	7131
47354	28524	7131
47355	28526	7132
47356	28528	7132
47357	28529	7132
47358	28531	7133
47359	28532	7133
47360	28534	7134
47361	28535	7134
47362	28537	7134
47363	28539	7135
47364	28540	7135
47365	28542	7136
47366	28543	7136
47367	28545	7136
47368	28547	7137
47369	28548	7137
47370	28550	7138
47371	28551	7138
47372	28553	7138
47373	28554	7139
47374	28556	7139
47375	28558	7140
47376	28559	7140
47377	28561	7140
47378	28562	7141
47379	28564	7141
47380	28566	7142
47381	28567	7142
47382	28569	7142
47383	28570	7143
47384	28572	7143
47385	28573	7143
47386	28575	7144
47387	28577	7144
47388	28578	7145
47389	28580	7145
47390	28581	7145
47391	28583	7146
47392	28585	7146
47393	28586	7147
47394	28588	7147
47395	28589	7147
47396	28591	7148
47397	28592	7148
47398	28594	7149
47399	28596	7149
47400	28597	7149
47401	28599	7150
47402	28600	7150
